Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1821|O2 CANNULA,ADULT,SOFTECH,NO TUBING,OUS|MEDLINE|1821|0.000EA|1.000CS|40.49 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/182/1821_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1821|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1822|O2 CANNULA,ADULT,SOFTECH,7' TUB,UC,OUS|MEDLINE|1822|0.000EA|1.000CS|55.89 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/182/1822_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.001 LB, CF PER CS|0.100 |LB|HUD1822|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1823|O2 CANNULA,ADULT,SOFTECH,25' TUB,SC,OUS|MEDLINE|1823|0.000EA|1.000CS|153.49 ||RV||||EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/182/1823_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.340LB, 0.033CF PER CS|0.340 |LB|HUD1823|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1824|O2 CANNULA,ADULT,SOFTECH,25' TUB,UC,OUS|MEDLINE|1824|0.000EA|1.000CS|79.33 ||RV|||Yes|EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/182/1824_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.600LB, 0.029CF PER CS|0.600 |LB|HUD1824|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1825|O2 CANNULA,ADULT,SOFTECH,50' TUB,UC,OUS|MEDLINE|1825|0.000EA|1.000CS|283.56 ||OV||||EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/182/1825_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.001 LB, CF PER CS|0.650 |LB|HUD1825|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1826|O2 CANNULA,PED,SOFTECH,7' TUB,UC,OUS|MEDLINE|1826|0.000EA|1.000CS|101.78 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/182/1826_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.100LB, 0.001CF PER CS|0.100 |LB|HUD1826|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1828|O2 CANNULA,INFANT,SOFTECH,7' TUB,SC,OUS|MEDLINE|1828|0.000EA|1.000CS|122.96 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/182/1828_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.001LB, 0.006CF PER CS|0.120 |LB|HUD1828|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1831|O2 CANNULA,ADULT,SOFTECH,50' TUB,SC,OUS|MEDLINE|1831|0.000EA|1.000CS|327.96 ||RV|||Yes|EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/183/1831_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.678LB, 0.066CF PER CS|0.678 |LB|HUD1831|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1837|O2 CANNULA,PEDIATRIC,SOFTECH,NO TUB,OUS|MEDLINE|1837|0.000EA|1.000CS|166.80 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/183/1837_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||10193489149326|Z1|0.001 LB, CF PER CS|0.037 |LB|HUD1837|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1838|O2 CANNULA,PED,SOFTECH,7' TUB,SC,OUS|MEDLINE|1838|0.000EA|1.000CS|229.27 ||RV|||Yes|EA|CS|50 Each / Case , 5 box / Case||||||http://www.medline.com/media/catalog/sku/183/1838_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||||0.050LB, 0.008CF PER CS|0.050 |LB|HUD1838|
Respiratory|Oxygen Therapy|Dual Lumen Nasal Cannulas|1850|O2 CANNULA,ADLT,CONSERVING,5' TUB,SC,OUS|MEDLINE|1850|0.000EA|1.000CS|183.98 ||OV|||Yes|EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/185/1850_PRI01.JPG|||<ul><li> Incorporates split-prong nasal design and two oxygen supply tubes with standardconnectors</li><li> Design provides control and comfort in synchronizing breathing with oxygen conservingregulators</li><li> Requires a conserving regulator with two ports, one for oxygen delivery and one for pressuresampling</li></ul>||35|||||||||0.001 LB, CF PER CS|0.500 |LB|HUD1850|
Respiratory|Oxygen Therapy|Dual Lumen Nasal Cannulas|1851|O2 CANNULA,ADLT,CONSERVING,7' TUB,SC,OUS|MEDLINE|1851|0.000EA|1.000CS|195.42 ||RV|||Yes|EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/185/1851_PRI01.JPG|||<ul><li> Incorporates split-prong nasal design and two oxygen supply tubes with standardconnectors</li><li> Design provides control and comfort in synchronizing breathing with oxygen conservingregulators</li><li> Requires a conserving regulator with two ports, one for oxygen delivery and one for pressuresampling</li></ul>||35|||||||||0.001LB, 0CF PER CS|0.001 |LB|HUD1851|
Respiratory|Oxygen Therapy|Comfort Fit Ear Cushion Cannulas by Tef|1867|O2 CANN,ADULT,HI-FLO,EAR CUSH,14, OUS|TELEFLEX MEDICAL|1867|0.000EA|1.000CS|143.29 |NO GOVERNMENT OR SUPPLIER HCPCS CODE VERIFICATION|OV|||Yes|EA|CS|50 Each / Case|||||||||<ul><li> Soft cannula with ear cushion designed to relieve pressure around patient's ear and promote comfort<br/></li><li> Complete with crush- and kink-resistant Star Lumen oxygen supply tubing, standard connector, and nasaltip<br /></li><li> Lightweight and flexible construction for added comfort</li></ul>||35|||||||||0.240 LB, CF PER CS|0.240 |LB|1867              |
Respiratory|Oxygen Therapy|Pre-Slit Ear Cushions by Teleflex|1868|CUSHIONS,EAR,PRE SLIT,OUS|MEDLINE|1868|0.000PAA|1.000CS|124.91 ||OV|||Yes|PR|CS|25 Pair / Case|||||||||<ul><li> Comfort Fit Ear Cushions help relieve pressure around the ears</li><li> Over-the-ear design forfit and stability while maximizing patient comfort</li></ul>||35|||||||||0.001 LB, CF PER CS|0.010 |LB|HUD1868PRCS|
Respiratory|Oxygen Therapy|Softech Plus Nasal Cannulas|1870|O2 CANNULA,ADULT,SOFTECH +,7' TUB,SC,OUS|MEDLINE|1870|0.000EA|1.000CS|153.04 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/187/1870_PRI01.JPG|||<ul><li> Vinyl, star lumen tubing</li><li> Single-use</li></ul>||35|||||||||0.107LB, 0.011CF PER CS|0.107 |LB|HUD1870|
Respiratory|Oxygen Therapy|Softech Plus Nasal Cannulas|1871|O2 CANNULA,PED,SOFTECH +,7' TUB,SC,O|MEDLINE|1871|0.000EA|1.000CS|457.69 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/187/1871_PRI01.JPG|||<ul><li> Vinyl, star lumen tubing</li><li> Single-use</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1871|
Respiratory|Oxygen Therapy|Softech Plus Nasal Cannulas|1872|O2 CANNULA,INFNT,SOFTECH +,7' TUB,SC,OUS|MEDLINE|1872|0.000EA|1.000CS|697.49 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/187/1872_PRI01.JPG|||<ul><li> Vinyl, star lumen tubing</li><li> Single-use</li></ul>||35|||||||||0.001LB, 0.005CF PER CS|0.146 |LB|HUD1872|
Respiratory|Oxygen Therapy|Softech Plus Nasal Cannulas|1873|O2 CANNULA,NEONATE,SOFTECH+,7'TUB,SC,OUS|MEDLINE|1873|0.000EA|1.000CS|117.51 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/187/1873_PRI01.JPG|||<ul><li> Vinyl, star lumen tubing</li><li> Single-use</li></ul>||35|||||||||0.101LB, 0.012CF PER CS|0.101 |LB|HUD1873|
Respiratory|Oxygen Therapy|SOFTECH Standard Nasal Cannulas|1874|O2 CANNULA,ADULT,SOFTECH +,7' TUB,UC,OUS|MEDLINE|1874|0.000EA|1.000CS|196.73 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/187/1874_PRI01.JPG|||<ul><li> Lightweight, flexible nasal cannulas with standard over-the-ear design offer optimal fit and stability<br/></li><li> Soft nasal prongs help maximize patient comfort<br /></li><li> Individually packagedfor convenience</li></ul>||35|||||||10193489149265|Z1|0.001 LB, CF PER CS|0.001 |LB|HUD1874|
Respiratory|Oxygen Therapy|Softech Plus Nasal Cannulas|1876|O2 CANNULA,ADULT,SOFTECH +,7' TUB,UC,OUS|MEDLINE|1876|0.000EA|1.000CS|463.00 ||RV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/187/1876_HRE01.JPG||||http://www.medline.com/media/catalog/sku/187/1876_PRI01.JPG|||<ul><li> Vinyl, star lumen tubing</li><li> Single-use</li></ul>||35|||||||10193489149272|Z1|0.001 LB, CF PER CS|0.106 |LB|HUD1876|
Respiratory|Oxygen Therapy|Softech Plus Nasal Cannulas|1877|O2 CANNULA,ADLT,SOFTECH +,14' TUB,SC,OUS|MEDLINE|1877|0.000EA|1.000CS|223.56 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/187/1877_PRI01.JPG|||<ul><li> Vinyl, star lumen tubing</li><li> Single-use</li></ul>||35|||||||||0.001 LB, CF PER CS|0.167 |LB|HUD1877|
Respiratory|Asthma Therapy|Micro Mist Nebulizers by Teleflex|1880|NEBULIZR,MICROMIST,CUP ONLY,OUS|MEDLINE|1880|0.000EA|1.000CS|84.11 ||RV||||EA|CS|50 Each / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LITe21810_SSH_Micro Mist Nebuilzer_1.pdf|http://www.medline.com/media/catalog/sku/188/1880_PRI01.JPG|||<ul><li>Small-volume nebulizers are designed to deliver optimal particle size at efficient nebulization rates forhand-held or in-line treatments</li><li>Consistent performance at angles up to 90° helps clinicians administermedication to patients positioned horizontally or with special treatment requirements</li><li>Feature easy-seal,threaded cap, and 6 cc capacity</li><li>Anti-spill jar helps prevent leakage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.057 |LB|HUD1880|
Respiratory|Asthma Therapy|Micro Mist Nebulizers by Teleflex|1881|NEBULIZER,MICROMIST,T,MOUTHPC,OUS|MEDLINE|1881|0.000EA|1.000CS|134.73 ||RV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/188/D1200012730150_260620230904.jpg,http://www.medline.com/media/catalog/sku/188/D1200012730154_260620230904.jpg||||http://www.medline.com/media/catalog/sku/188/D12000126748934_060520231255.jpg,http://www.medline.com/media/catalog/sku/188/D1200012730152_260620230904.jpg|||<ul><li>Small-volume nebulizers are designed to deliver optimal particle size at efficient nebulization rates forhand-held or in-line treatments</li><li>Consistent performance at angles up to 90° helps clinicians administermedication to patients positioned horizontally or with special treatment requirements</li><li>Feature easy-seal,threaded cap, and 6 cc capacity</li><li>Anti-spill jar helps prevent leakage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.087 |LB|HUD1881|
Respiratory|Asthma Therapy|Micro Mist Nebulizers by Teleflex|1882|NEBULIZER,MICROMIST,T,MOUTHPC,7'TUB,OUS|MEDLINE|1882|0.000EA|1.000CS|72.84 ||RV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/188/1882_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LITe21810_SSH_Micro Mist Nebuilzer_1.pdf|http://www.medline.com/media/catalog/sku/188/1882_PRI01.JPG|||<ul><li>Small-volume nebulizers are designed to deliver optimal particle size at efficient nebulization rates forhand-held or in-line treatments</li><li>Consistent performance at angles up to 90° helps clinicians administermedication to patients positioned horizontally or with special treatment requirements</li><li>Feature easy-seal,threaded cap, and 6 cc capacity</li><li>Anti-spill jar helps prevent leakage</li></ul>||35|||||||||0.160LB, 0.018CF PER CS|0.160 |LB|HUD1882|
Excluded Items|European/International Items|European/International Items|1883|NEBULIZER,MICROMIST,SM VOL,7' TUBING,OUS|TELEFLEX MEDICAL|1883|0.000EA|1.000CS|53.24 ||RV|||Yes|EA|CS|50 Each / Case , 1 box / Case|||||||||||35|||||||||0.165LB, 0.026CF PER CS|0.165 |LB|1883              |
Respiratory|Asthma Therapy|Micro Mist Nebulizers by Teleflex|1884|NEB,MICROMIST,T,MOUTHP,6",7'TUB,UC,OUS|MEDLINE|1884|0.000EA|1.000CS|182.07 ||RV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/188/1884_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LITe21810_SSH_Micro Mist Nebuilzer_1.pdf|http://www.medline.com/media/catalog/sku/188/1884_PRI01.JPG|||<ul><li>Small-volume nebulizers are designed to deliver optimal particle size at efficient nebulization rates forhand-held or in-line treatments</li><li>Consistent performance at angles up to 90° helps clinicians administermedication to patients positioned horizontally or with special treatment requirements</li><li>Feature easy-seal,threaded cap, and 6 cc capacity</li><li>Anti-spill jar helps prevent leakage</li></ul>||35|||||||||0.001LB, 0.026CF PER CS|0.100 |LB|HUD1884|
Excluded Items|European/International Items|European/International Items|1885|NEBULIZER,MICROMIST,ADLT,7'TUB,SC,OUS|TELEFLEX MEDICAL|1885|0.000EA|1.000CS|72.91 ||RV|||Yes|EA|CS|50 Each / Case|||||||||||35|||||||||0.001LB, 0.021CF PER CS|0.001 |LB|1885              |
Respiratory|Asthma Therapy|Micro Mist Nebulizers by Teleflex|1886|NEBULIZR,MICROMIST,PED MASK,7'TUB,SC,OUS|MEDLINE|1886|0.000EA|1.000CS|297.47 ||RV|||Yes|EA|CS|50 Each / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LITe21810_SSH_Micro Mist Nebuilzer_1.pdf|http://www.medline.com/media/catalog/sku/188/1886_PRI01.JPG|||<ul><li>Small-volume nebulizers are designed to deliver optimal particle size at efficient nebulization rates forhand-held or in-line treatments</li><li>Consistent performance at angles up to 90° helps clinicians administermedication to patients positioned horizontally or with special treatment requirements</li><li>Feature easy-seal,threaded cap, and 6 cc capacity</li><li>Anti-spill jar helps prevent leakage</li></ul>||35|||||||||0.330LB, 0.025CF PER CS|0.330 |LB|HUD1886CS|
Respiratory|Aerosol Therapy|Neb-U-Mask System by Teleflex Medical|1895|NEBULIZR,HIGH CONC ADLT MASK,RES BAG,OUS|MEDLINE|1895|0.000EA|1.000CS|434.96 ||RV|||Yes|EA|CS|20 Each / Case||||||http://www.medline.com/media/catalog/sku/189/1895_PRI01.JPG|||<ul><li> The Neb-U-Mask System is a combination device that allows for the concurrent delivery of aerosolizedmedications and high concentrations of oxygen or heliox</li><li> System includes a wye design featuring a nebulizerconnection and MDI port, a high-concentration mask, and a 750 mL gas reservoir bag</li><li> The nebulizer connectionfeatures a valved port, which maintains a closed system when the nebulizer is not in use</li><li> Packaged with a MicroMist Nebulizer and color-coded gas supply tubing to facilitate ease of use</li><li> Nebulizes at angles up to 90° andfeatures a swivel connector, allowing the system to be used in a manner most comfortable for the patient</li></ul>||35|||||||||0.001 LB, CF PER CS|0.430 |LB|HUD1895|
Respiratory|Aerosol Therapy|Neb-U-Mask System by Teleflex Medical|1896|AEROSOL MASK,NEBUMASK,PEDI,7' TUB SC,OUS|MEDLINE|1896|0.000EA|1.000CS|1145.56 ||RV|||Yes|EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/189/1896_HRE01.JPG||||http://www.medline.com/media/catalog/sku/189/1896_PRI01.JPG|||<ul><li> The Neb-U-Mask System is a combination device that allows for the concurrent delivery of aerosolizedmedications and high concentrations of oxygen or heliox</li><li> System includes a wye design featuring a nebulizerconnection and MDI port, a high-concentration mask, and a 750 mL gas reservoir bag</li><li> The nebulizer connectionfeatures a valved port, which maintains a closed system when the nebulizer is not in use</li><li> Packaged with a MicroMist Nebulizer and color-coded gas supply tubing to facilitate ease of use</li><li> Nebulizes at angles up to 90° andfeatures a swivel connector, allowing the system to be used in a manner most comfortable for the patient</li></ul>||35|||||||||0.001 LB, CF PER CS|0.440 |LB|HUD1896|
Respiratory|Oxygen Therapy|Over-the-Ear Cannulas by Teleflex|1920|O2 CANN,ADULT,O-EAR,7' TUB SMOOTH,SC,OUS|MEDLINE|1920|0.000EA|1.000CS|47.67 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/192/1920_PRI01.JPG|||<ul><li> Flexible contoured lip tab provides a high level of stability and patient comfort</li><li>Over-the-ear design for a comfortable and secure fit</li><li> Crush- and kink-resistant tubing</li></ul>||35|||||||||0.001 LB, CF PER CS|0.100 |LB|HUD1920|
Respiratory|Oxygen Therapy|Oxygen Supply Tubings by Teleflex|1925|O2 TUBING,STAR LUMEN,CLEAR,7',UC,OUS|MEDLINE|1925|0.000EA|1.000CS|69.87 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/192/1925_PRI01.JPG|||<ul><li> Hudson RCI oxygen supply tubing available in variety of configurations to meet the needs of patients andclinicians in most care settings</li><li> Distinctively designed Star Lumen tubing features channeled inner lumen tohelp resist kinks and occlusion</li><li> Available with standard or universal connector that attaches directly onto theflowmeter to help eliminating need for an adapter</li></ul>||35|||||||||0.001 LB, CF PER CS|0.250 |LB|HUD1925|
Respiratory|Oxygen Therapy|Oxygen Supply Star Lumen Tubings by Tele|1927|O2 TUBING,STAR LUMEN,CLEAR,25',UC,OUS|MEDLINE|1927|0.000EA|1.000CS|116.78 ||RV|||Yes|EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/192/1927_PRI01.JPG|||<ul><li> Standard or universal connector designed to attach directly onto the flowmeter to eliminate need foradapter</li><li> Channeled inner lumen helps resist kinks and occlusion</li><li> Individually packaged forconvenience and sterility</li></ul>||35|||||||||0.001 LB, CF PER CS|0.438 |LB|HUD1927|
Respiratory|Oxygen Therapy|Adult Elongated Concentration Masks by T|1930|O2 MASK,MED CONC,ADULT,7' TUB UC,OUS|MEDLINE|1930|0.000EA|1.000CS|129.96 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/193/1930_PRI01.JPG|||<ul> <li>Under-the-chin design for excellent fit on a wide variety of face sizes </li> <li>Clear, softvinyl for patient comfort and visual patient assessment </li> <li>Adjustable nose clip assures comfortable fit</li> <li>Complete with 7 feet oxygen supply tubing </li> </ul>||35|||||||||0.001 LB, CF PER CS|0.150 |LB|HUD1930|
Respiratory|Oxygen Therapy|Non-Rebreather Oxygen Masks by Teleflex|1935|O2 MASK,NOREB W/SAFETY,AD,7' TUB UC,OUS|MEDLINE|1935|0.000EA|1.000CS|111.89 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/193/1935_PRI01.JPG|||<ul><li> Masks are made of clear, soft vinyl for patient comfort and easy visual patient assessment</li><li> Low-resistance check valves help prevent rebreathing and allow exhaled gas to escape</li><li>Adjustable nose clip helps ensure a comfortable fit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1935|
Respiratory|Oxygen Therapy|Non-Rebreather Oxygen Masks by Teleflex|1936|O2 MASK,NON-REB,ADULT,7' TUB UC,OUS|MEDLINE|1936|0.000EA|1.000CS|281.64 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/193/1936_PRI01.JPG|||<ul><li> Masks are made of clear, soft vinyl for patient comfort and easy visual patient assessment</li><li> Low-resistance check valves help prevent rebreathing and allow exhaled gas to escape</li><li>Adjustable nose clip helps ensure a comfortable fit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.100 |LB|HUD1936|
Respiratory|Asthma Therapy|Select-a-Vent Masks by Teleflex|1943|O2 MASK,SELECT-A-VENT,ADLT,7' TUB UC,OUS|MEDLINE|1943|0.000EA|1.000CS|265.40 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/194/1943_PRI01.JPG|||<ul> <li>Safe, simple delivery of variable oxygen concentrations </li> <li>Features 6 color-coded diluters:24%, 28%, 31%, 35%, 40% and 50% </li> <li>Diluters not sold separately</li> <li>Includes adapter forhigh-humidity entrainment</li> <li> Complete with 7' oxygen supply tubing and universal tubing connector</li></ul>||35|||||||||0.200LB, 0.045CF PER CS|0.200 |LB|HUD1943|
Respiratory|Asthma Therapy|Micro Mist Nebulizers by Teleflex|1945|NEB,MICROMIST,ADLT ELONG,7'TUB,UC,OUS|MEDLINE|1945|0.000EA|1.000CS|294.69 ||RV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/194/D1200012730155_260620230904.jpg,http://www.medline.com/media/catalog/sku/194/D1200012730156_260620230904.jpg||||http://www.medline.com/media/catalog/sku/194/D1200012663167886_060520231255.jpg,http://www.medline.com/media/catalog/sku/194/D1200012730153_260620230904.jpg|||<ul><li>Small-volume nebulizers are designed to deliver optimal particle size at efficient nebulization rates forhand-held or in-line treatments</li><li>Consistent performance at angles up to 90° helps clinicians administermedication to patients positioned horizontally or with special treatment requirements</li><li>Feature easy-seal,threaded cap, and 6 cc capacity</li><li>Anti-spill jar helps prevent leakage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1945|
Respiratory|Asthma Therapy|Micro Mist Nebulizers by Teleflex|1946|NEBULIZR,MICROMIST,PED MASK,7'TUB,UC,OUS|MEDLINE|1946|0.000EA|1.000CS|324.09 ||RV||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/194/D1200012730157_260620230904.jpg,http://www.medline.com/media/catalog/sku/194/D1200012730159_260620230904.jpg||||http://www.medline.com/media/catalog/sku/194/D120001267431759_060520230131.jpg,http://www.medline.com/media/catalog/sku/194/D1200012730158_260620230904.jpg|||<ul><li>Small-volume nebulizers are designed to deliver optimal particle size at efficient nebulization rates forhand-held or in-line treatments</li><li>Consistent performance at angles up to 90° helps clinicians administermedication to patients positioned horizontally or with special treatment requirements</li><li>Feature easy-seal,threaded cap, and 6 cc capacity</li><li>Anti-spill jar helps prevent leakage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.020 |LB|HUD1946|
Respiratory|Oxygen Therapy|Oxygen Supply Tubings by Teleflex|1991|O2 TUBING,SMOOTH BORE,CLEAR,7',UC,OUS|MEDLINE|1991|0.000EA|1.000CS|88.98 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/199/1991_PRI01.JPG|||<ul><li> Hudson RCI oxygen supply tubing available in variety of configurations to meet the needs of patients andclinicians in most care settings</li><li> Distinctively designed Star Lumen tubing features channeled inner lumen tohelp resist kinks and occlusion</li><li> Available with standard or universal connector that attaches directly onto theflowmeter to help eliminating need for an adapter</li></ul>||35|||||||||0.001 LB, CF PER CS|0.114 |LB|HUD1991|
