Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|																					
Respiratory|Aerosol Therapy|Smooth-Flo Corr-A-Tubes by Teleflex|1417|AEROSOL TUBING	22MM	SMOOTH-FLO	60"	OUS|MEDLINE|1417|0.000EA|1.000CS|425.31 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/141/1417_PRI01.JPG|||<ul><li> A disposable	 lightweight tubing available in popular lengths</li><li> Features corrugatedexterior with a smooth interior</li><li> No internal corrugates for condensate to collect in</li><li>Smooth interior offers quiet passage of airflow even at high flow rates</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.337 |LB|HUD1417|															
Respiratory|Aerosol Therapy|Smooth-Flo Corr-A-Tubes by Teleflex|1418|AEROSOL TUBING	22MM	SMOOTH-FLO	72"	O|MEDLINE|1418|0.000EA|1.000CS|474.29 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/141/1418_PRI01.JPG|||<ul><li> A disposable	 lightweight tubing available in popular lengths</li><li> Features corrugatedexterior with a smooth interior</li><li> No internal corrugates for condensate to collect in</li><li>Smooth interior offers quiet passage of airflow even at high flow rates</li></ul>||35|||||||||0.001LB	 0.078CF PER CS|0.001 |LB|HUD1418|															
Respiratory|Oxygen Therapy|Oxygen Supply Tubing Connectors by Telef|1420|CONNECTOR	OXYGEN	TUBING	STRAIGHT	OUS|MEDLINE|1420|0.000EA|1.000CS|7.82 ||OV|||Yes|EA|CS|50 Each / Case 	 1 Bag / Case 	 1 box / Case 	 1 Pack / Case||||||http://www.medline.com/media/catalog/sku/142/1420_PRI01.JPG|||<ul><li> Couples oxygen supply tubing utilizing 5 mm to 7 mm end connectors</li><li> Packaged 50 to acase</li></ul>||35|||||||||0.004LB	 0CF PER CS|0.211 |LB|HUD1420|													
Respiratory|Oxygen Therapy|Universal Cuff Adaptors by Teleflex|1421|ADAPTER	UNIVERSAL	CUFF	22MM ID	OUS|MEDLINE|1421|0.000EA|1.000CS|24.00 ||OV|||Yes|EA|CS|50 Each / Case 	 1 box / Case||||||http://www.medline.com/media/catalog/sku/142/1421_PRI01.JPG|||<ul><li> Universal cuff adapter</li><li> 22 mm inner diameter</li></ul>||35|||||||||0.001LB	 0.011CF PER CS|0.001 |LB|HUD1421|															
OR & Surgery Supplies|Anesthesia Systems & Supplies|Multi-Adaptors by Teleflex Medical|1422|ADAPTER	MULTI	15MM ID X 22MM OD	OUS|MEDLINE|1422|0.000EA|1.000CS|23.16 ||RV|||Yes|EA|CS|50 Each / Case 	 1 box / Case||||||http://www.medline.com/media/catalog/sku/142/1422_PRI01.JPG|||<ul><li> Versatile adapter intended for use with respiratory	 oxygen therapy	 oxygen tubing and bag	 accessories	adapters	 and connectors</li><li> Complete with standard 15 mm ID/22 mm OD connection</li></ul>||35|||||||||0.001LB	 0.003CF PER CS|0.032 |LB|HUD1422|											
OR & Surgery Supplies|Anesthesia Systems & Supplies|Tubing Adapters by Teleflex|1423|ADAPTER	22MM ID X 5-7MM NIPPLE	OUS|MEDLINE|1423|0.000EA|1.000CS|72.11 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/142/1423_PRI01.JPG|||<ul><li> Tubing adapter intended for Concha humidifiers</li><li> Components allow for easy set-up andusage</li></ul>||35|||||||||0.017LB	 0.003CF PER CS|0.017 |LB|HUD1423|																		
Respiratory|Oxygen Therapy|Swivel Oxygen Tubing Connectors|1424|ADAPTER	OXYGEN	SWIVEL	MALE/MALE	OUS|MEDLINE|1424|0.000EA|1.000CS|91.36 ||RV|||Yes|EA|CS|20 Each / Case||||||http://www.medline.com/media/catalog/sku/142/1424_PRI01.JPG|||<ul><li> Designed to enhance patient mobility and comfort by minimizing twisting and tangling of oxygen supply tubingconnected to a nasal cannula</li><li> Provide exceptionally smooth	 360# rotation</li></ul>||35|||||||10193489149661|Z1|0.001 LB	 CF PER CS|0.021 |LB|HUD1424|															
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1510|AEROSOL TUB	22MM	CORR-A-FLEX	6"	BLUE	OUS|MEDLINE|1510|0.000EA|1.000CS|35.13 ||RV|||Yes|EA|CS|50 Each / Case 	 1 Pack / Case||||||http://www.medline.com/media/catalog/sku/151/1510_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible	 lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.022 |LB|HUD1510|													
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1516|AEROSOL TUB	22MM	CORR-A-FLEX	48	CUFF	OUS|MEDLINE|1516|0.000EA|1.000CS|118.38 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/151/1516_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible	 lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.188LB	 0.071CF PER CS|0.188 |LB|HUD1516|														
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1517|AEROSOL TUB	22MM	CORR-A-FLEX	60	CUFF|MEDLINE|1517|0.000EA|1.000CS|144.51 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/151/1517_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible	 lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.001 |LB|HUD1517|															
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1518|AEROSOL TUB	22MM	CORR-A-FLEX	72	CUFF	OUS|MEDLINE|1518|0.000EA|1.000CS|78.82 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/151/1518_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible	 lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.256LB	 0.085CF PER CS|0.256 |LB|HUD1518|														
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1528|AEROSOL TUBING	22MM	CORR-A-FLEX	72"	OUS|MEDLINE|1528|0.000EA|1.000CS|165.40 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/152/1528_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible	 lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.100 |LB|HUD1528|															
Respiratory|Ventilation|Single Limb. IPPB by Teleflex|1560|CIRCUIT	UNIVERSAL	IPPB W/ NEBULIZER	OUS|MEDLINE|1560|0.000EA|1.000CS|554.40 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/156/1560_PRI01.JPG|||<ul><li> Help address your respiratory needs</li><li> Complete with tubing	 adapter	 and other componentparts</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.050 |LB|HUD1560|															
Respiratory|Asthma Therapy|Standard Mouthpieces by Teleflex|1565|MOUTHPIECE	MED DEL	15MM/ 22MM OD	OUS|MEDLINE|1565|0.000EA|1.000CS|38.38 ||RV||||EA|CS|50 Each / Case 	 1 box / Case 	 1 Pack / Case||||||http://www.medline.com/media/catalog/sku/156/1565_PRI01.JPG|||<ul><li> Standard polyethylene mouthpiece designed for easy attachment</li><li> Disposable for savings andinfection prevention</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.025 |LB|HUD1565|															
Excluded Items|User Excluded Items|User Excluded Items|1603|DBD-FILTER	PULMONARY	HUDSON|PRIVATE LABELED FOR CUSTOMER|1603|0.000EA|1.000CS|136.98 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|RV|||Yes|EA|CS|50 Each / Case||||||||||CTM|29|NOXREF|XREF|||||14026704656247|Z1|8.000LB	 1.944CF PER CS|0.160 |LB|1603              |																		
Respiratory|Ventilation|Straight Vent Circuits by Teleflex Medic|1607|CIRCUIT	UNHTD	DUAL LIMB	ADULT	72"	OUS|MEDLINE|1607|0.000EA|1.000CS|107.78 ||RV|||Yes|EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/160/1607_PRI01.JPG|||<ul><li> Ported wyes allow pressure sensing and temperature monitoring and include tethered caps</li><li>Adult conventional circuits are 72 in. long	 unless otherwise noted</li><li> Straight connector inspiratory limb (foruse with Heat and Moisture Exchangers/HMEs only)</li></ul>||35|||||||||0.750LB	 0.169CF PER CS|0.750 |LB|HUD1607|														
Respiratory|Ventilation|Adult Ventilator Circuits	 (Non-Heated)|1608|CIRCUIT	UNHTD	DL	ADULT	HUM LIMB	72"	OUS|MEDLINE|1608|0.000EA|1.000CS|127.04 ||RV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/160/1608_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long	 unless noted</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.840 |LB|HUD1608|												
Respiratory|Ventilation|Adult Ventilator Circuits	 (Non-Heated)|1609|CIRCUIT	UNHTD	DL	ADULT	TRAPS	72"	OUS|MEDLINE|1609|0.000EA|1.000CS|165.42 ||OV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/160/1609_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long	 unless noted</li></ul>||35|||||||||1.110LB	 0.283CF PER CS|1.110 |LB|HUD1609|												
Respiratory|Ventilation|Adult Ventilator Circuits	 (Non-Heated)|1613|CIRCUIT	 UNHTD	 DL LIMB	 ADULT	OUS|MEDLINE|1613|0.000EA|1.000CS|62.58 ||RV|||Yes|EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/161/1613_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long	 unless noted</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.250 |LB|HUD1613|														
Respiratory|Ventilation|Adult Ventilator Circuits	 (Non-Heated)|1614|CIRCUIT	UNHTD	DL	ADULT	TRAPS	48"	OUS|MEDLINE|1614|0.000EA|1.000CS|139.16 ||OV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/161/1614_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long	 unless noted</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.001 |LB|HUD1614|												
Respiratory|Ventilation|Adult Ventilator Circuits	 (Non-Heated)|1615|CIRCUIT	UNHTD	DL	ADULT	TRAPS	60"	OUS|MEDLINE|1615|0.000EA|1.000CS|104.91 ||RV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/161/1615_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long	 unless noted</li></ul>||35|||||||||0.001LB	 0.208CF PER CS|0.001 |LB|HUD1615|												
Respiratory|Ventilation|Adult Ventilator Circuits	 (Non-Heated)|1617|CIRCUIT	UNHTD	DL	ADULT	PRESS LINES	OUS|MEDLINE|1617|0.000EA|1.000CS|131.31 ||RV|||Yes|EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/161/1617_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long	 unless noted</li></ul>||35|||||||||0.001LB	 0.280CF PER CS|1.230 |LB|HUD1617|													
Respiratory|Suction|Elbow Adaptors by Teleflex|1623|ADAPTR	STAND	15MM ODX15MM OD/22MM OD	OUS|MEDLINE|1623|0.000EA|1.000CS|155.11 ||||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/162/1623_PRI01.JPG|||<ul><li> Assist with anesthesia and respiratory systems</li><li> Allow for more flexible equipmentplacement throughout theater</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.020 |LB|HUD1623|																	
Respiratory|Suction|Elbow Adaptors by Teleflex|1624|ADAPTR	ELB	SAMP	15MM OD X 15/22MM	OUS|MEDLINE|1624|0.000EA|1.000CS|252.80 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/162/1624_PRI01.JPG|||<ul><li> Assist with anesthesia and respiratory systems</li><li> Allow for more flexible equipmentplacement throughout theater</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.001 |LB|HUD1624|																
Respiratory|Ventilation|Adult Ventilator Circuits	 (Non-Heated)|1625|CIRCUIT	UNHTD	WITH EXHALATION VALVE	OUS|MEDLINE|1625|0.000EA|1.000CS|162.60 ||||||EA|CS|10 Each / Case|||||||||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long	 unless noted</li></ul>||35|||||||||0.001 LB	 CF PER CS|1.185 |LB|HUD1625|															
Respiratory|Ventilation|Adult Ventilator Circuits	 (Non-Heated)|1627|CIRCUIT	UNHTD	DL	W/ EXHALATION VALVE	OUS|MEDLINE|1627|0.000EA|1.000CS|171.02 ||RV||||EA|CS|10 Each / Case||||||http://www.medline.com/media/catalog/sku/162/1627_PRI01.JPG|||<ul><li>Available in a variety of different configurations and styles</li><li>Incorporate standardconnectors for use with a variety of ventilators</li><li>Ported wyes allow pressure sensing and temperature monitoringand include tethered caps</li><li>All adult conventional circuits are 72 inches long	 unless noted</li></ul>||35|||||||||1.125LB	 0.261CF PER CS|1.125 |LB|HUD1627|														
Respiratory|Suction|Elbow Adaptors by Teleflex|1632|ADAPT	NORMAN	SWIV	15MMX15 OD/22MM OD	OUS|MEDLINE|1632|0.000EA|1.000CS|288.00 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/163/1632_PRI01.JPG|||<ul><li> Assist with anesthesia and respiratory systems</li><li> Allow for more flexible equipmentplacement throughout theater</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.030 |LB|HUD1632|																
Exam & Diagnostic Supplies|Vital Signs Monitoring|Temperature Monitoring Thermometer By Te|1635|THERMOMETER	 FOR TEMP MONITORING	OUS|MEDLINE|1635|0.000EA|1.000CS|213.07 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/163/1635_PRI01.JPG|||<ul><li> Monitoring thermometer features clear housing with easy-read red liquid column </li><li> Probefits most temperature ports and aerosol tee adapters</li><li> 50°F to 120°F (10°C to 50°C) temperaturerange</li></ul>||35|||||||||0.030LB	 0.011CF PER CS|0.030 |LB|HUD1635|																		
Respiratory|Oxygen Therapy|Aerosol Tee Connectors by Teleflex|1638|AEROSOL TEE	22MM OD X18MM ID/22MM OD	OUS|MEDLINE|1638|0.000EA|1.000CS|72.82 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/163/1638_PRI01.JPG|||<ul><li> Tee adapters with antispill design help minimize aspiration of liquids</li><li> Components allowfor easy set-up and usage</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.040 |LB|HUD1638|																		
Respiratory|Oxygen Therapy|Aerosol Tee Connectors by Teleflex|1639|AEROSOL T	22MM OD X18MM OD X22MM ID	OUS|MEDLINE|1639|0.000EA|1.000CS|32.69 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/163/1639_PRI01.JPG|||<ul><li> Tee adapters with antispill design help minimize aspiration of liquids</li><li> Components allowfor easy set-up and usage</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.024 |LB|HUD1639|																		
OR & Surgery Supplies|Anesthesia Systems & Supplies|Tubing Adapters by Teleflex|1640|ADAPTER	TUBING	22MM OD X 22MM ID	OUS|MEDLINE|1640|0.000EA|1.000CS|31.53 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1640_PRI01.JPG|||<ul><li> Tubing adapter intended for Concha humidifiers</li><li> Components allow for easy set-up andusage</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.027 |LB|HUD1640|																	
Respiratory|Suction|Elbow Adaptors by Teleflex|1641|ADAPTR	ELBOW	STD	22MM IDX 22MM OD	OUS|MEDLINE|1641|0.000EA|1.000CS|72.84 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1641_PRI01.JPG|||<ul><li> Assist with anesthesia and respiratory systems</li><li> Allow for more flexible equipmentplacement throughout theater</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.100 |LB|HUD1641|																
Respiratory|Oxygen Therapy|Pressure Line Adaptors by Teleflex|1642|ADAP	PRESSURE LINE	22MM OD X 22MM ID	OUS|MEDLINE|1642|0.000EA|1.000CS|38.78 ||OV|||Yes|EA|CS|50 Each / Case 	 1 box / Case||||||http://www.medline.com/media/catalog/sku/164/1642_PRI01.JPG|||<ul><li> This adapter features 22 mm O.D. x 22 mm I.D. connections</li><li> The elbow swivels360º</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.020 |LB|HUD1642|																
Respiratory|Ventilation|Valves	 Masks	 Accesories by Teleflex|1643|EXHALATION VALVE	 HANGER & DRIVE	OUS|MEDLINE|1643|0.000EA|1.000CS|402.87 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1643_PRI01.JPG|||<ul><li> Includes drive line and hanger</li><li> Helps address your anesthesia and respiratoryneeds</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.050 |LB|HUD1643|																
Exam & Diagnostic Supplies|Vital Signs Monitoring|Valved Nebtee by Teleflex|1644|VALVE	1-WAY	MONITOR	22MM OD X22MM ID	OUS|MEDLINE|1644|0.000EA|1.000CS|142.91 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1644_PRI01.JPG|||<ul><li> Tee adapter features standard 22 mm O.D. x 22 mm I.D. connections</li><li> Valve offers low flowresistance</li><li> Includes a capped monitoring port</li><li> Port accepts most small-volumenebulizers</li></ul>||35|||||||||0.001 LB	 CF PER CS|0.041 |LB|HUD1644|																
Exam & Diagnostic Supplies|Vital Signs Monitoring|Thermometer w/Tee Adapter by Teleflex Me|1645|ADAPTER	THERMOMETER	22MM OD X22MM ID	OUS|MEDLINE|1645|0.000EA|1.000CS|66.13 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1645_PRI01.JPG|||<ul><li> Multipurpose port designed to accept most temperature probes and thermometers</li><li> Componentsallow for easy set-up and usage</li></ul>||35|||||||||0.025LB	 0.007CF PER CS|0.025 |LB|HUD1645|																	
Respiratory|Oxygen Therapy|Aerosol Tee Connectors by Teleflex|1648|CONNECTOR	AEROSOL TEE	OUS|MEDLINE|1648|0.000EA|1.000CS|72.71 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/164/1648_PRI01.JPG|||<ul><li> Tee adapters with antispill design help minimize aspiration of liquids</li><li> Components allowfor easy set-up and usage</li></ul>||35|||||||||0.039LB	 0.004CF PER CS|0.039 |LB|HUD1648|																		
Respiratory|Oxygen Therapy|Water Traps /Respiratory by Teleflex Med|1650|WATER TRAP	70 CC	22MM OD X 22MM OD	OUS|MEDLINE|1650|0.000EA|1.000CS|281.96 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/165/1650_PRI01.JPG|||<ul><li>Designed to ensure circuit patency at all times</li><li>WARNING: Cancer and Reproductive Harm -www.P65Warnings.ca.gov</li></ul>||35|||||||||0.150LB	 0.019CF PER CS|0.150 |LB|HUD1650|																	
Respiratory|Oxygen Therapy|Oxygen Supply Tubing Water Traps by Tele|1658|DBD-WATER TRAP	NEONATAL	20-30CC CAPACITY|MEDLINE|1658|0.000EA|1.000EA|130.67 |A7012|RV||||EA|EA|1 Each / Each|||||||||<ul><li> Collect moisture that can accumulate in tubing</li><li> Help address your anesthesia andrespiratory needs</li></ul>||35|||||||10197344012558|Z1|0.078 LB	 CF PER EA|0.078 |LB|HUD1658|																		
